ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES
 , ,degrees_north,degrees_east,kts,mb
7/27/2023 15:00,Tropical,12.3,137.4, , 
7/27/2023 18:00,Tropical,12.5,137.1, ,1002
7/27/2023 21:00,Tropical,12.7,136.8, , 
7/28/2023 0:00,Tropical,12.9,136.5,35,1000
7/28/2023 3:00,Tropical,13.2,136.2, , 
7/28/2023 6:00,Tropical,13.5,136,35,998
7/28/2023 9:00,Tropical,13.8,135.7, , 
7/28/2023 12:00,Tropical,14.1,135.5,35,998
7/28/2023 15:00,Tropical,14.5,135.1, , 
7/28/2023 18:00,Tropical,14.8,134.7,40,996
7/28/2023 21:00,Tropical,15.2,134.3, , 
7/29/2023 0:00,Tropical,15.6,134,40,996
7/29/2023 3:00,Tropical,16,133.8, , 
7/29/2023 6:00,Tropical,16.3,133.7,45,992
7/29/2023 9:00,Tropical,16.6,133.5, , 
7/29/2023 12:00,Tropical,16.9,133.4,50,985
7/29/2023 15:00,Tropical,17.3,133.2, , 
7/29/2023 18:00,Tropical,17.7,133.1,55,980
7/29/2023 21:00,Tropical,18.2,132.9, , 
7/30/2023 0:00,Tropical,18.7,132.8,65,970
7/30/2023 3:00,Tropical,19.2,132.7, , 
7/30/2023 6:00,Tropical,19.7,132.6,70,965
7/30/2023 9:00,Tropical,20,132.5, , 
7/30/2023 12:00,Tropical,20.3,132.4,75,960
7/30/2023 15:00,Tropical,20.7,132.3, , 
7/30/2023 18:00,Tropical,21.1,132.2,80,950
7/30/2023 21:00,Tropical,21.6,132.1,80,950
7/31/2023 0:00,Tropical,22,132,85,945
7/31/2023 3:00,Tropical,22.4,131.8,85,945
7/31/2023 6:00,Tropical,22.8,131.5,85,945
7/31/2023 9:00,Tropical,23.1,131.3,85,945
7/31/2023 12:00,Tropical,23.4,131,90,935
7/31/2023 15:00,Tropical,23.8,130.7,90,935
7/31/2023 18:00,Tropical,24.1,130.3,90,935
7/31/2023 21:00,Tropical,24.4,129.8,90,935
8/1/2023 0:00,Tropical,24.6,129.4,95,930
8/1/2023 3:00,Tropical,24.8,129,95,930
8/1/2023 6:00,Tropical,25,128.7,95,930
8/1/2023 9:00,Tropical,25.2,128.4,95,930
8/1/2023 12:00,Tropical,25.3,128,95,930
8/1/2023 15:00,Tropical,25.4,127.7,95,930
8/1/2023 18:00,Tropical,25.5,127.4,90,935
8/1/2023 21:00,Tropical,25.7,127.1,90,935
8/2/2023 0:00,Tropical,25.8,126.9,90,935
8/2/2023 3:00,Tropical,26,126.5,90,935
8/2/2023 6:00,Tropical,26.1,126.1,90,935
8/2/2023 9:00,Tropical,26.1,125.8,90,935
8/2/2023 12:00,Tropical,26.2,125.6,90,935
8/2/2023 15:00,Tropical,26.3,125.3,90,935
8/2/2023 18:00,Tropical,26.5,125,90,935
8/2/2023 21:00,Tropical,26.5,124.8,90,935
8/3/2023 0:00,Tropical,26.6,124.7,85,940
8/3/2023 3:00,Tropical,26.7,124.5,85,940
8/3/2023 6:00,Tropical,26.7,124.3,80,945
8/3/2023 9:00,Tropical,26.7,124.2,80,945
8/3/2023 12:00,Tropical,26.7,124.2,70,960
8/3/2023 15:00,Tropical,26.8,124.3,70,960
8/3/2023 18:00,Tropical,26.9,124.3,65,965
8/3/2023 21:00,Tropical,26.9,124.4,65,965
8/4/2023 0:00,Tropical,27,124.5,60,970
8/4/2023 3:00,Tropical,27.1,124.8,60,970
8/4/2023 6:00,Tropical,27.2,125.1,60,970
8/4/2023 9:00,Tropical,27.3,125.4,60,970
8/4/2023 12:00,Tropical,27.5,125.7,60,970
8/4/2023 15:00,Tropical,27.6,126,60,970
8/4/2023 18:00,Tropical,27.7,126.4,55,970
8/4/2023 21:00,Tropical,27.7,126.6,55,970
8/5/2023 0:00,Tropical,27.7,126.9,55,970
8/5/2023 3:00,Tropical,27.8,127.2,55,970
8/5/2023 6:00,Tropical,27.8,127.6,50,970
8/5/2023 9:00,Tropical,27.8,128.1,50,970
8/5/2023 12:00,Tropical,27.8,128.4,50,970
8/5/2023 15:00,Tropical,27.9,128.7,50,970
8/5/2023 18:00,Tropical,28,128.9,50,970
8/5/2023 21:00,Tropical,27.8,129.2,50,970
8/6/2023 0:00,Tropical,27.7,129.5,50,970
8/6/2023 3:00,Tropical,27.7,129.8,50,970
8/6/2023 6:00,Tropical,27.8,130,50,970
8/6/2023 9:00,Tropical,27.7,130.3,50,970
8/6/2023 12:00,Tropical,27.5,130.5,50,970
8/6/2023 15:00,Tropical,27.5,130.7,50,970
8/6/2023 18:00,Tropical,27.6,130.9,50,970
8/6/2023 21:00,Tropical,27.7,131,50,970
8/7/2023 0:00,Tropical,27.8,131.1,50,970
8/7/2023 3:00,Tropical,27.9,131.2,50,970
8/7/2023 6:00,Tropical,28,131.1,50,970
8/7/2023 9:00,Tropical,28.1,131.2,50,970
8/7/2023 12:00,Tropical,28.2,131.2,45,975
8/7/2023 15:00,Tropical,28.3,131.1,45,975
8/7/2023 18:00,Tropical,28.5,131.1,45,975
8/7/2023 21:00,Tropical,28.7,131,45,975
8/8/2023 0:00,Tropical,29,130.9,45,975
8/8/2023 3:00,Tropical,29.2,130.8,45,975
8/8/2023 6:00,Tropical,29.4,130.7,50,970
8/8/2023 9:00,Tropical,29.7,130.6,50,970
8/8/2023 12:00,Tropical,29.9,130.4,50,970
8/8/2023 15:00,Tropical,30.2,130.1,50,970
8/8/2023 18:00,Tropical,30.4,129.7,50,970
8/8/2023 21:00,Tropical,30.6,129.5,50,970
8/9/2023 0:00,Tropical,30.9,129.3,50,970
8/9/2023 3:00,Tropical,31.3,129.1,50,970
8/9/2023 6:00,Tropical,31.6,128.9,50,970
8/9/2023 9:00,Tropical,32,128.8,50,970
8/9/2023 12:00,Tropical,32.4,128.8,50,975
8/9/2023 15:00,Tropical,32.9,128.7,50,975
8/9/2023 18:00,Tropical,33.5,128.6,50,975
8/9/2023 21:00,Tropical,34.1,128.7,50,975
8/10/2023 0:00,Tropical,34.8,128.7,45,980
8/10/2023 3:00,Tropical,35.7,128.5, , 
8/10/2023 6:00,Mixture(contradicting report from different agencies),36.6,128.1, ,986
8/10/2023 9:00,Mixture(contradicting report from different agencies),37.3,128, , 
8/10/2023 12:00,Mixture(contradicting report from different agencies),37.8,127.7, ,992
8/10/2023 15:00,Mixture(contradicting report from different agencies),38.1,127.2, , 
8/10/2023 18:00,Mixture(contradicting report from different agencies),38.3,126.7, ,994
8/10/2023 21:00,Mixture(contradicting report from different agencies),38.5,126.3, , 
8/11/2023 0:00,Mixture(contradicting report from different agencies),38.7,126, ,996
8/11/2023 3:00,Mixture(contradicting report from different agencies),38.9,125.5, , 
8/11/2023 6:00,Mixture(contradicting report from different agencies),39.1,125, ,996
8/11/2023 9:00,Mixture(contradicting report from different agencies),39.1,124.4, , 
8/11/2023 12:00,Mixture(contradicting report from different agencies),38.9,124.1, ,998
8/11/2023 15:00,Extratropical,38.3,124.3, , 
8/11/2023 18:00,Extratropical,37.6,124.9, ,1002
7/31/2023 12:00,Disturbance,14.3,257.4,25,1008
7/31/2023 15:00,Disturbance,14.5,256.9, , 
7/31/2023 18:00,Tropical,14.8,256.3,30,1008
7/31/2023 21:00,Tropical,15.1,255.7, , 
8/1/2023 0:00,Tropical,15.4,255,30,1008
8/1/2023 3:00,Tropical,15.6,254.3, , 
8/1/2023 6:00,Tropical,15.7,253.6,35,1006
8/1/2023 9:00,Tropical,15.9,252.9, , 
8/1/2023 12:00,Tropical,16,252.2,45,1002
8/1/2023 15:00,Tropical,16.1,251.4, , 
8/1/2023 18:00,Tropical,16.1,250.7,55,998
8/1/2023 21:00,Tropical,16.1,250, , 
8/2/2023 0:00,Tropical,16.1,249.4,65,994
8/2/2023 3:00,Tropical,16,248.7, , 
8/2/2023 6:00,Tropical,15.9,248,80,985
8/2/2023 9:00,Tropical,15.8,247.3, , 
8/2/2023 12:00,Tropical,15.7,246.5,90,976
8/2/2023 15:00,Tropical,15.6,245.8, , 
8/2/2023 18:00,Tropical,15.5,245.1,90,976
8/2/2023 21:00,Tropical,15.4,244.5, , 
8/3/2023 0:00,Tropical,15.3,243.8,110,956
8/3/2023 3:00,Tropical,15.2,243.1, , 
8/3/2023 6:00,Tropical,15.1,242.3,115,952
8/3/2023 9:00,Tropical,15,241.5, , 
8/3/2023 12:00,Tropical,14.9,240.7,110,955
8/3/2023 15:00,Tropical,14.7,239.8, , 
8/3/2023 18:00,Tropical,14.5,239,105,958
8/3/2023 21:00,Tropical,14.3,238.2, , 
8/4/2023 0:00,Tropical,14.2,237.4,120,950
8/4/2023 3:00,Tropical,14.1,236.6, , 
8/4/2023 6:00,Tropical,14.1,235.7,115,952
8/4/2023 9:00,Tropical,14,234.8, , 
8/4/2023 12:00,Tropical,14,233.9,105,957
8/4/2023 15:00,Tropical,13.9,233.1, , 
8/4/2023 18:00,Tropical,13.8,232.3,100,957
8/4/2023 21:00,Tropical,13.7,231.5, , 
8/5/2023 0:00,Tropical,13.7,230.7,90,972
8/5/2023 3:00,Tropical,13.6,230, , 
8/5/2023 6:00,Tropical,13.5,229.2,90,972
8/5/2023 9:00,Tropical,13.4,228.4, , 
8/5/2023 12:00,Tropical,13.4,227.5,95,967
8/5/2023 15:00,Tropical,13.3,226.7, , 
8/5/2023 18:00,Tropical,13.3,226,115,950
8/5/2023 21:00,Tropical,13.2,225.2, , 
8/6/2023 0:00,Tropical,13.2,224.4,130,939
8/6/2023 3:00,Tropical,13.1,223.5, , 
8/6/2023 6:00,Tropical,13.1,222.6,130,939
8/6/2023 9:00,Tropical,13,221.7, , 
8/6/2023 12:00,Tropical,13,220.8,125,943
8/6/2023 15:00,Tropical,13,219.8, , 
8/6/2023 18:00,Tropical,12.9,218.8,120,948
8/6/2023 21:00,Tropical,12.8,217.9, , 
8/7/2023 0:00,Tropical,12.7,216.9,120,948
8/7/2023 3:00,Tropical,12.6,215.9, , 
8/7/2023 6:00,Tropical,12.6,214.8,120,948
8/7/2023 9:00,Tropical,12.5,213.7, , 
8/7/2023 12:00,Tropical,12.4,212.7,115,953
8/7/2023 15:00,Tropical,12.3,211.7, , 
8/7/2023 18:00,Tropical,12.3,210.7,115,953
8/7/2023 21:00,Tropical,12.2,209.7, , 
8/8/2023 0:00,Tropical,12.1,208.7,115,953
8/8/2023 3:00,Tropical,12,207.7, , 
8/8/2023 6:00,Tropical,11.8,206.7,115,953
8/8/2023 9:00,Tropical,11.6,205.7, , 
8/8/2023 12:00,Tropical,11.5,204.8,115,953
8/8/2023 15:00,Tropical,11.5,203.9, , 
8/8/2023 18:00,Tropical,11.5,202.9,115,953
8/8/2023 21:00,Tropical,11.4,201.9, , 
8/9/2023 0:00,Tropical,11.4,200.8,115,953
8/9/2023 3:00,Tropical,11.4,199.8, , 
8/9/2023 6:00,Tropical,11.4,198.8,115,953
8/9/2023 9:00,Tropical,11.4,197.8, , 
8/9/2023 12:00,Tropical,11.4,196.9,115,953
8/9/2023 15:00,Tropical,11.4,195.9, , 
8/9/2023 18:00,Tropical,11.5,194.9,120,950
8/9/2023 21:00,Tropical,11.5,194, , 
8/10/2023 0:00,Tropical,11.6,193.1,125,946
8/10/2023 3:00,Tropical,11.7,192.1, , 
8/10/2023 6:00,Tropical,11.9,191.1,120,950
8/10/2023 9:00,Tropical,12,190.2, , 
8/10/2023 12:00,Tropical,12.1,189.3,105,961
8/10/2023 15:00,Tropical,12.3,188.6, , 
8/10/2023 18:00,Tropical,12.5,187.8,105,961
8/10/2023 21:00,Tropical,12.7,187, , 
8/11/2023 0:00,Tropical,12.9,186.2,105,961
8/11/2023 3:00,Tropical,13.2,185.4, , 
8/11/2023 6:00,Tropical,13.5,184.5,105,961
8/11/2023 9:00,Tropical,13.8,183.7, , 
8/11/2023 12:00,Tropical,14.2,182.9,100,965
8/11/2023 15:00,Tropical,14.5,182.1, , 
8/11/2023 18:00,Tropical,14.8,181.4,95,968
8/11/2023 21:00,Tropical,15.2,180.8, , 
8/12/2023 0:00,Tropical,15.6,180.1,105,960
8/12/2023 3:00,Tropical,16,179.6, , 
8/12/2023 6:00,Tropical,16.4,179,75,980
8/12/2023 9:00,Tropical,16.8,178.5, , 
8/12/2023 12:00,Tropical,17.1,178,75,980
8/12/2023 15:00,Tropical,17.4,177.4, , 
8/12/2023 18:00,Tropical,17.7,176.8,75,980
8/12/2023 21:00,Tropical,17.9,176, , 
8/13/2023 0:00,Tropical,18,175.3,70,985
8/13/2023 3:00,Tropical,18.1,174.7, , 
8/13/2023 6:00,Tropical,18.1,174.1,65,990
8/13/2023 9:00,Tropical,18.1,173.4, , 
8/13/2023 12:00,Tropical,18.1,172.7,55,994
8/13/2023 15:00,Tropical,18.2,172.1, , 
8/13/2023 18:00,Tropical,18.3,171.4,50,998
8/13/2023 21:00,Tropical,18.5,170.8, , 
8/14/2023 0:00,Tropical,18.7,170.2,45,1000
8/14/2023 3:00,Tropical,19,169.6, , 
8/14/2023 6:00,Tropical,19.3,169.2,45,1000
8/14/2023 9:00,Tropical,19.5,168.8, , 
8/14/2023 12:00,Tropical,19.7,168.6,45,1000
8/14/2023 15:00,Tropical,20,168.3, , 
8/14/2023 18:00,Tropical,20.2,168.1,35,1004
8/14/2023 21:00,Tropical,20.4,168, , 
8/15/2023 0:00,Tropical,20.6,167.8, ,1006
8/15/2023 3:00,Tropical,21,167.7, , 
8/15/2023 6:00,Tropical,21.4,167.7, ,1006
8/15/2023 9:00,Tropical,22,167.8, , 
8/15/2023 12:00,Tropical,22.6,167.9, ,1010
8/15/2023 15:00,Tropical,23.1,168.1, , 
8/15/2023 18:00,Tropical,23.6,168.2, ,1010
8/15/2023 21:00,Tropical,24,168.3, , 
8/16/2023 0:00,Tropical,24.4,168.4, ,1010
8/16/2023 3:00,Tropical,24.8,168.5, , 
8/16/2023 6:00,Tropical,25.4,168.6, ,1010
8/16/2023 9:00,Tropical,26.1,168.7, , 
8/16/2023 12:00,Tropical,26.8,168.7, ,1010
8/16/2023 15:00,Tropical,27.3,168.6, , 
8/16/2023 18:00,Mixture(contradicting report from different agencies),27.8,168.4, ,1010
8/16/2023 21:00,Mixture(contradicting report from different agencies),28.4,168.3, , 
8/17/2023 0:00,Mixture(contradicting report from different agencies),28.9,168.2, ,1012
8/17/2023 3:00,Mixture(contradicting report from different agencies),29.4,168, , 
8/17/2023 6:00,Mixture(contradicting report from different agencies),29.8,167.7, ,1010
8/17/2023 9:00,Mixture(contradicting report from different agencies),30.2,167.5, , 
8/17/2023 12:00,Mixture(contradicting report from different agencies),30.5,167.3, ,1012
8/17/2023 15:00,Mixture(contradicting report from different agencies),30.9,167, , 
8/17/2023 18:00,Mixture(contradicting report from different agencies),31.2,166.7, ,1010
8/17/2023 21:00,Mixture(contradicting report from different agencies),31.5,166.4, , 
8/18/2023 0:00,Mixture(contradicting report from different agencies),31.7,166.2, ,1012
8/18/2023 3:00,Mixture(contradicting report from different agencies),31.8,166.1, , 
8/18/2023 6:00,Mixture(contradicting report from different agencies),32,166, ,1012
8/18/2023 9:00,Mixture(contradicting report from different agencies),32,166, , 
8/18/2023 12:00,Mixture(contradicting report from different agencies),32.2,166.1, ,1012
8/18/2023 15:00,Mixture(contradicting report from different agencies),32.3,166.5, , 
8/18/2023 18:00,Mixture(contradicting report from different agencies),32.5,166.9, ,1012
8/18/2023 21:00,Mixture(contradicting report from different agencies),32.7,167.3, , 
8/19/2023 0:00,Mixture(contradicting report from different agencies),32.9,167.5, ,1012
8/19/2023 3:00,Mixture(contradicting report from different agencies),33.1,167.8, , 
8/19/2023 6:00,Mixture(contradicting report from different agencies),33.2,168, ,1012
8/19/2023 9:00,Mixture(contradicting report from different agencies),33.2,168.3, , 
8/19/2023 12:00,Mixture(contradicting report from different agencies),33.2,168.7, ,1012
8/19/2023 15:00,Mixture(contradicting report from different agencies),33.2,169.1, , 
8/19/2023 18:00,Mixture(contradicting report from different agencies),33.1,169.5, ,1012
8/19/2023 21:00,Mixture(contradicting report from different agencies),33,169.9, , 
8/20/2023 0:00,Mixture(contradicting report from different agencies),32.9,170.4, ,1012
8/20/2023 3:00,Mixture(contradicting report from different agencies),32.7,170.9, , 
8/20/2023 6:00,Mixture(contradicting report from different agencies),32.6,171.5, ,1010
8/20/2023 9:00,Mixture(contradicting report from different agencies),32.4,172.1, , 
8/20/2023 12:00,Mixture(contradicting report from different agencies),32.4,172.7, ,1010
8/20/2023 15:00,Mixture(contradicting report from different agencies),32.4,173.3, , 
8/20/2023 18:00,Mixture(contradicting report from different agencies),32.6,173.9, ,1008
8/20/2023 21:00,Mixture(contradicting report from different agencies),32.7,174.5, , 
8/21/2023 0:00,Mixture(contradicting report from different agencies),33,175, ,1008
8/21/2023 3:00,Mixture(contradicting report from different agencies),33.3,175.3, , 
8/21/2023 6:00,Mixture(contradicting report from different agencies),33.6,175.8, ,1008
8/21/2023 9:00,Mixture(contradicting report from different agencies),33.9,176.3, , 
8/21/2023 12:00,Mixture(contradicting report from different agencies),34.3,177, ,1010
8/21/2023 15:00,Mixture(contradicting report from different agencies),34.8,177.6, , 
8/21/2023 18:00,Mixture(contradicting report from different agencies),35.3,178.3, ,1010
8/21/2023 21:00,Mixture(contradicting report from different agencies),35.7,178.9, , 
8/22/2023 0:00,Mixture(contradicting report from different agencies),36.2,179.6, ,1008
8/22/2023 3:00,Mixture(contradicting report from different agencies),36.6,180.3, , 
8/22/2023 6:00,Mixture(contradicting report from different agencies),37.1,181.2, , 
8/6/2023 0:00,Disturbance,24.5,145.1, , 
8/6/2023 3:00,Disturbance,24.4,145.2, , 
8/6/2023 6:00,Disturbance,24.2,145.5, , 
8/6/2023 9:00,Disturbance,24,146, , 
8/6/2023 12:00,Disturbance,23.8,146.6, , 
8/6/2023 15:00,Disturbance,23.7,147.1, , 
8/6/2023 18:00,Disturbance,23.7,147.5, , 
8/6/2023 21:00,Disturbance,23.6,148, , 
8/7/2023 0:00,Mixture(contradicting report from different agencies),23.3,148.5, ,1004
8/7/2023 3:00,Mixture(contradicting report from different agencies),23.3,148.9, , 
8/7/2023 6:00,Tropical,23.3,149.2, ,1002
8/7/2023 9:00,Tropical,23.3,149.4, , 
8/7/2023 12:00,Tropical,23.4,149.5, ,1004
8/7/2023 15:00,Tropical,23.5,149.6, , 
8/7/2023 18:00,Tropical,23.8,149.5, ,1002
8/7/2023 21:00,Tropical,24,149.4, , 
8/8/2023 0:00,Tropical,24.1,149.2,35,1000
8/8/2023 3:00,Tropical,24.1,149, , 
8/8/2023 6:00,Tropical,24.1,148.7,40,996
8/8/2023 9:00,Tropical,24.2,148.5, , 
8/8/2023 12:00,Tropical,24.2,148.3,45,992
8/8/2023 15:00,Tropical,24.3,148, , 
8/8/2023 18:00,Tropical,24.3,147.6,45,992
8/8/2023 21:00,Tropical,24.2,147.3, , 
8/9/2023 0:00,Tropical,24.2,146.9,50,990
8/9/2023 3:00,Tropical,24.4,146.5, , 
8/9/2023 6:00,Tropical,24.5,146,50,985
8/9/2023 9:00,Tropical,24.7,145.7, , 
8/9/2023 12:00,Tropical,24.8,145.3,55,980
8/9/2023 15:00,Tropical,24.9,145, , 
8/9/2023 18:00,Tropical,25,144.6,60,975
8/9/2023 21:00,Tropical,25.1,144.3, , 
8/10/2023 0:00,Tropical,25.2,143.9,65,970
8/10/2023 3:00,Tropical,25.3,143.6, , 
8/10/2023 6:00,Tropical,25.5,143.5,75,960
8/10/2023 9:00,Tropical,25.7,143.3,80,955
8/10/2023 12:00,Tropical,25.9,143.2,85,950
8/10/2023 15:00,Tropical,26.1,143,85,950
8/10/2023 18:00,Tropical,26.3,142.9,90,940
8/10/2023 21:00,Tropical,26.6,142.9,90,940
8/11/2023 0:00,Tropical,26.8,142.9,90,940
8/11/2023 3:00,Tropical,27.1,142.9,90,940
8/11/2023 6:00,Tropical,27.4,142.9,90,940
8/11/2023 9:00,Tropical,27.7,142.8,90,940
8/11/2023 12:00,Tropical,27.9,142.6,90,940
8/11/2023 15:00,Tropical,28.1,142.5,90,940
8/11/2023 18:00,Tropical,28.2,142.4,85,950
8/11/2023 21:00,Tropical,28.4,142.1, , 
8/12/2023 0:00,Tropical,28.5,141.8,85,950
8/12/2023 3:00,Tropical,28.7,141.6, , 
8/12/2023 6:00,Tropical,28.9,141.4,85,950
8/12/2023 9:00,Tropical,29,141.1, , 
8/12/2023 12:00,Tropical,29.1,140.7,80,955
8/12/2023 15:00,Tropical,29.2,140.3, , 
8/12/2023 18:00,Tropical,29.3,140,75,965
8/12/2023 21:00,Tropical,29.5,139.8, , 
8/13/2023 0:00,Tropical,29.8,139.6,75,965
8/13/2023 3:00,Tropical,30,139.3, , 
8/13/2023 6:00,Tropical,30.3,138.9,75,965
8/13/2023 9:00,Tropical,30.5,138.7, , 
8/13/2023 12:00,Tropical,30.8,138.5,75,965
8/13/2023 15:00,Tropical,31,138.3, , 
8/13/2023 18:00,Tropical,31.3,138,70,970
8/13/2023 21:00,Tropical,31.5,137.8, , 
8/14/2023 0:00,Tropical,31.8,137.5,70,970
8/14/2023 3:00,Tropical,32.1,137.2,70,970
8/14/2023 6:00,Tropical,32.3,136.9,65,970
8/14/2023 9:00,Tropical,32.5,136.7,65,970
8/14/2023 12:00,Tropical,32.7,136.6,60,975
8/14/2023 15:00,Tropical,33,136.3,60,975
8/14/2023 18:00,Tropical,33.3,136,60,975
8/14/2023 19:00,Tropical,33.4,135.9,60,975
8/14/2023 21:00,Tropical,33.7,135.7,60,975
8/15/2023 0:00,Tropical,34.1,135.3,55,980
8/15/2023 3:00,Tropical,34.6,135.1,50,985
8/15/2023 4:00,Tropical,34.8,135,50,985
8/15/2023 6:00,Tropical,35.1,134.9,50,985
8/15/2023 9:00,Tropical,35.6,134.8,45,990
8/15/2023 12:00,Tropical,36.1,134.7,45,990
8/15/2023 15:00,Tropical,36.5,134.7, , 
8/15/2023 18:00,Tropical,37,134.7,40,990
8/15/2023 21:00,Tropical,37.6,135, , 
8/16/2023 0:00,Tropical,38.2,135.4,40,990
8/16/2023 3:00,Tropical,38.9,135.7, , 
8/16/2023 6:00,Tropical,39.7,136,40,990
8/16/2023 9:00,Tropical,40.2,136.2, , 
8/16/2023 12:00,Tropical,40.8,136.4,40,990
8/16/2023 15:00,Tropical,41.4,137, , 
8/16/2023 18:00,Tropical,42.1,137.5,40,990
8/16/2023 21:00,Tropical,43.1,138, , 
8/17/2023 0:00,Tropical,44,138.4,40,990
8/17/2023 3:00,Tropical,44.5,138.9, , 
8/17/2023 6:00,Mixture(contradicting report from different agencies),44.9,139.5, ,990
8/17/2023 9:00,Mixture(contradicting report from different agencies),45.4,140.2, , 
8/17/2023 12:00,Extratropical,46,141.2, ,992
8/17/2023 15:00,Extratropical,46.5,142.6, , 
8/17/2023 18:00,Extratropical,47,144.2, ,992
8/17/2023 21:00,Extratropical,47.4,145.8, , 
8/18/2023 0:00,Extratropical,47.8,147.4, ,994
8/18/2023 3:00,Extratropical,48.2,149, , 
8/18/2023 6:00,Extratropical,48.5,150.6, ,998
8/18/2023 9:00,Extratropical,48.9,152.4, , 
8/18/2023 12:00,Extratropical,49.2,154.3, ,1000
8/22/2023 0:00,Mixture(contradicting report from different agencies),18.2,128, ,1006
8/22/2023 3:00,Mixture(contradicting report from different agencies),18.2,127.8, , 
8/22/2023 6:00,Mixture(contradicting report from different agencies),18.4,127.5, ,1004
8/22/2023 9:00,Mixture(contradicting report from different agencies),18.5,127.2, , 
8/22/2023 12:00,Mixture(contradicting report from different agencies),18.7,126.9, ,1004
8/22/2023 15:00,Mixture(contradicting report from different agencies),18.7,126.7, , 
8/22/2023 18:00,Tropical,18.7,126.5, ,1004
8/22/2023 21:00,Tropical,18.7,126.3, , 
8/23/2023 0:00,Tropical,18.8,126.2, ,1006
8/23/2023 3:00,Tropical,18.9,126, , 
8/23/2023 6:00,Tropical,19,125.8, ,1004
8/23/2023 9:00,Tropical,19,125.7, , 
8/23/2023 12:00,Tropical,19.1,125.5, ,1006
8/23/2023 15:00,Tropical,19.4,125.3, , 
8/23/2023 18:00,Tropical,19.7,125.2, ,1004
8/23/2023 21:00,Tropical,19.9,125.1, , 
8/24/2023 0:00,Tropical,20.1,125, ,1006
8/24/2023 3:00,Tropical,20.3,124.8, , 
8/24/2023 6:00,Tropical,20.4,124.7,35,1002
8/24/2023 9:00,Tropical,20.3,124.5, , 
8/24/2023 12:00,Tropical,20.2,124.3,35,1002
8/24/2023 15:00,Tropical,20.1,124.2, , 
8/24/2023 18:00,Tropical,20.1,124.2,40,1000
8/24/2023 21:00,Tropical,20,124.1, , 
8/25/2023 0:00,Tropical,19.9,124,45,998
8/25/2023 3:00,Tropical,19.8,123.9, , 
8/25/2023 6:00,Tropical,19.8,123.8,50,994
8/25/2023 9:00,Tropical,19.6,123.7, , 
8/25/2023 12:00,Tropical,19.5,123.6,65,980
8/25/2023 15:00,Tropical,19.3,123.5, , 
8/25/2023 18:00,Tropical,19.1,123.4,70,975
8/25/2023 21:00,Tropical,18.8,123.3, , 
8/26/2023 0:00,Tropical,18.5,123.2,75,970
8/26/2023 3:00,Tropical,18.2,123.2, , 
8/26/2023 6:00,Tropical,18,123.2,85,955
8/26/2023 9:00,Tropical,17.8,123.1, , 
8/26/2023 12:00,Tropical,17.5,123.1,90,950
8/26/2023 15:00,Tropical,17.3,123, , 
8/26/2023 18:00,Tropical,17.2,123,95,940
8/26/2023 21:00,Tropical,17,122.9, , 
8/27/2023 0:00,Tropical,16.8,122.9,95,940
8/27/2023 3:00,Tropical,16.6,122.9, , 
8/27/2023 6:00,Tropical,16.5,123,95,940
8/27/2023 9:00,Tropical,16.4,123.1, , 
8/27/2023 12:00,Tropical,16.2,123.2,95,940
8/27/2023 15:00,Tropical,16,123.4, , 
8/27/2023 18:00,Tropical,16,123.8,85,955
8/27/2023 21:00,Tropical,16.4,124.1, , 
8/28/2023 0:00,Tropical,16.8,124.4,80,960
8/28/2023 3:00,Tropical,17.2,124.3, , 
8/28/2023 6:00,Tropical,17.5,124.2,85,955
8/28/2023 9:00,Tropical,17.7,124.2, , 
8/28/2023 12:00,Tropical,17.9,124.1,85,955
8/28/2023 15:00,Tropical,18.1,124, , 
8/28/2023 18:00,Tropical,18.3,123.8,85,955
8/28/2023 21:00,Tropical,18.4,123.6, , 
8/29/2023 0:00,Tropical,18.5,123.5,85,955
8/29/2023 3:00,Tropical,18.7,123.3, , 
8/29/2023 6:00,Tropical,18.9,123.1,90,950
8/29/2023 9:00,Tropical,19.1,122.9, , 
8/29/2023 12:00,Tropical,19.3,122.7,95,940
8/29/2023 15:00,Tropical,19.6,122.3, , 
8/29/2023 18:00,Tropical,19.9,121.9,100,935
8/29/2023 21:00,Tropical,20,121.4, , 
8/30/2023 0:00,Tropical,20.1,121,105,920
8/30/2023 3:00,Tropical,20.2,120.7, , 
8/30/2023 6:00,Tropical,20.4,120.3,105,920
8/30/2023 9:00,Tropical,20.6,120, , 
8/30/2023 12:00,Tropical,20.7,119.6,105,920
8/30/2023 15:00,Tropical,20.8,119.2, , 
8/30/2023 18:00,Tropical,20.9,118.7,105,920
8/30/2023 21:00,Tropical,21,118.4, , 
8/31/2023 0:00,Tropical,21,118.2,105,920
8/31/2023 3:00,Tropical,21.1,118, , 
8/31/2023 6:00,Tropical,21.2,117.8,105,920
8/31/2023 9:00,Tropical,21.3,117.6, , 
8/31/2023 12:00,Tropical,21.5,117.3,100,935
8/31/2023 15:00,Tropical,21.5,117.1, , 
8/31/2023 18:00,Tropical,21.6,116.8,95,940
8/31/2023 19:00,Tropical,21.6,116.7, , 
8/31/2023 20:00,Tropical,21.7,116.6, , 
8/31/2023 21:00,Tropical,21.7,116.5, , 
8/31/2023 22:00,Tropical,21.8,116.4, , 
8/31/2023 23:00,Tropical,21.8,116.3, , 
