fault_latitude,fault_longitude,earthquake_count,average_magnitude,avg_time_between_eq_days
35.49265078692375,134.990360468636,2,4.95,733.9050172916667
34.804488148800004,135.89347474315,5,4.8,433.3397960734954
34.954489100749996,135.83294436685,4,4.875,491.75541854938274
34.809055310299996,135.81615585755,5,4.8,433.3397960734954
34.73691951,135.79329734064999,5,4.8,433.3397960734954
34.620410430449994,135.843012,6,4.7,346.67183685879627
35.16429875,135.43494966560002,2,5.15,0.009523425925925925
35.12313986,135.55876665765,2,5.2,724.4296523726853
35.01915247,135.65245449679998,3,5,370.6730703877315
35.00623029,135.60322778215,4,4.875,491.75541854938274
34.92931935,135.65688670655,4,4.875,491.75541854938274
34.92127,135.75186313805,4,4.875,491.75541854938274
34.86796559,135.5800291,5,4.8,433.3397960734954
34.879260828650004,135.56022742635,5,4.8,433.3397960734954
34.871751,135.5091977,4,4.875,491.75541854938274
34.87405717,135.4631826,4,4.875,491.75541854938274
34.80940144,135.4361612,4,4.875,491.75541854938274
34.70865487,135.193266,2,5.199999999999999,1458.3543964351852
34.53693279,134.9869474,3,4.999999999999999,729.1771982175926
34.562180486299994,134.99049375055,3,4.999999999999999,729.1771982175926
34.74446573,135.25677120630002,1,4.6,
34.823172290749994,135.3893704,5,4.82,368.8165639120371
34.8450947,135.68769689434998,5,4.8,433.3397960734954
34.78901453,135.68452859265,5,4.8,433.3397960734954
34.65015187,135.6208144,7,4.785714285714286,288.89319738233024
34.589933037076904,135.45083706912447,5,4.82,368.81656391203705
34.4415994433485,135.3274087296615,6,4.633333333333334,295.05215870833337
34.79295002,135.48826470030002,4,4.875,491.75541854938274
35.24714219,135.32580246384998,3,5.1000000000000005,310.44348810185187
35.04261981,135.439242,4,5.1,247.11538025848765
34.85830434,135.34939020555,4,4.9,491.7534741126543
34.503126823849996,135.5643293,6,4.766666666666667,346.67183685879627
34.45943638,135.5894631,4,4.625,131.6967133796296
34.46381019,135.68970717690001,7,4.585714285714286,288.89319738233024
34.3440835,135.54641521694998,9,4.622222222222222,49.38717584780093
34.337539428650004,135.55437573995,9,4.622222222222222,49.38717584780093
34.2815,135.23423161385,8,4.8125,208.33639537698411
34.214646289049995,134.9091543,8,4.8375,211.4179460433201
34.12589334,134.36555549590003,5,4.88,369.9814055758102
34.03071685,133.8443915,4,4.824999999999999,244.66510489583334
33.93713868,133.40726262745,3,4.833333333333333,298.5086302372685
33.92156559,133.2478673,2,4.949999999999999,0.022666076388888887
33.885424750599995,133.10665539155002,1,5.1,
33.81260795,132.88510978425,3,5.533333333333334,450.84846341435184
33.72641362,132.65804355125,4,4.725,244.6236302700617
33.60071375,132.40126560425,11,4.609090909090909,124.3019787962963
33.47782896,132.1370562,16,4.76875,82.86798586419754
33.313392448399995,131.84634530655,11,4.8545454545454545,74.72700814814816
34.63305183,135.2072993,2,4.6,15.030196377314814
34.635736835399996,135.1774493,2,4.6,15.030196377314814
34.47825159,135.10218168695002,4,4.8999999999999995,486.1182558796297
34.54995857,135.04290503765,3,4.999999999999999,729.1771982175926
35.36554212,134.74499401215,2,5.35,0.07970180555555556
35.48541925,134.39494270165,2,4.9,733.851852037037
35.40342659,134.07785390495002,3,5.366666666666667,35.55984659722222
35.11753229,134.35089453765,0,,
35.05404257,134.43773040015,0,,
34.96999244,134.6455692,0,,
34.942028494300004,134.6386728,0,,
34.87597709,134.88156693745,1,4.6,
35.11191628,133.9409759,3,5.366666666666667,35.52120141203704
35.133237599050005,134.1331964,2,5.4,0
34.49395281,134.8817751,3,4.999999999999999,729.1771982175926
34.274084476488895,134.7171688476395,3,5,732.4438461516204
34.054636721799994,134.4021865,3,4.6000000000000005,739.9628111516204
34.230916992999994,134.12178918385,4,4.675,493.30651180555554
33.96759089,134.3227828,5,4.66,369.9814055758102
33.37990298,134.1612886,0,,
33.356414262550004,134.16751177145,0,,
33.51288355,134.0260244,0,,
35.52776046,133.07571524445,0,,
33.80228276,133.9107032,3,4.733333333333333,366.98632430555557
34.83875216,132.91923140314998,3,4.733333333333333,707.3053843576389
34.580933,132.56485580125002,2,4.85,1277.603697210648
34.417938679399995,132.3597563,0,,
34.173044188649996,132.13488974875,2,4.5,1094.8993291666668
34.07119748,131.99033774255003,4,4.55,411.632700771605
34.066914776299996,131.80675640955002,2,4.5,1094.8993291666668
33.96940973,132.8712443,3,5.533333333333334,450.84846341435184
32.9368115,132.68973850679998,0,,
34.29768134,131.1898806,1,4.5,
34.17547806,130.98982222485,0,,
34.3585767103548,130.7485820517535,0,,
34.5488045152128,130.41669877698598,0,,
33.360162814700004,131.80617559005,10,4.79,83.03000905349795
33.33639696,131.7515611,14,4.771428571428571,57.48231396011397
33.31846211,131.62955805205,13,4.769230769230768,62.27250679012346
33.31445543,131.57165633994998,13,4.769230769230768,62.27250679012346
33.34969212,131.4797721,13,4.869230769230769,75.827147033179
33.333415023200004,131.3269208,14,4.8428571428571425,69.99428956908831
33.30071558,131.3438661,11,4.890909090909091,90.99257643981481
33.27399515,131.57650103265001,14,4.821428571428571,57.48231396011397
33.26439453,131.35956971230001,17,4.8999999999999995,67.37907084852431
33.260842599300005,131.47111681770002,13,4.815384615384615,61.92337837287809
33.23058371,131.37561970005,16,4.90625,71.8710089050926
33.20925257,131.2422072,20,4.834999999999999,56.30697065606725
33.17515487,131.2893694,17,4.882352941176471,66.86452765407986
33.22567659,131.08051080035,19,4.784210526315789,59.43513569251544
33.17772458,131.1331244,26,4.85,42.79329769861111
33.15480146,131.3034702,16,4.8999999999999995,71.32216283101852
33.81223347,130.88364049569998,0,,
33.80360688,130.77583299835,0,,
33.7578815694636,130.551046031796,5,4.88,225.4234449103009
33.4842103015204,130.77618045464652,2,5.4,901.6852822685184
34.051377587199,130.2619036720215,3,5.400000000000001,450.84679977430557
33.56279541661135,130.41601897730698,7,5.071428571428571,150.28229660686728
33.73555963598025,130.19557612512102,6,5.166666666666667,180.33875592824072
33.22290187,131.7757446,7,4.8999999999999995,124.54501358024692
32.611184423750004,130.91244116755,58,4.841379310344828,25.5383140523473
32.669285033799994,131.1103745,9,4.988888888888889,133.7273889351852
32.82552172,130.89645927869998,69,4.852173913043479,21.407116190938183
32.70940703,130.78601045825,61,4.826229508196721,24.261398349729944
32.50650366,130.62284542755,55,4.821818181818181,26.957109277477706
32.529365578050005,130.70050527235,54,4.822222222222222,27.465733980826347
32.2780460959131,130.3469105884345,10,4.69,161.4614038
33.322755603350004,130.6655275,3,4.5,299.4453089351852
32.7849427557978,130.2914216728175,50,4.802,29.70783471395503
32.726002258003746,130.367822896706,45,4.808888888888889,33.083725022359005
32.7118106660245,130.1083427693735,4,4.7,138.0510725308642
32.653061,129.9958,1,4.7,
32.92314563,130.00456710355002,2,4.7,36.03731481481481
32.26270516,131.5155157,7,5.085714285714286,201.5056335069445
32.075158284850005,130.34985800114998,4,4.675,219.00053028163578
31.63247124,130.7735888,5,4.74,277.77463708043985
31.58935986,130.56718567035,9,4.7333333333333325,206.58577841435184
30.74270536,131.02821456955,18,4.722222222222222,101.57514095860566
30.2653881,130.5473567,11,4.6909090909090905,147.56990209027776
28.329867128300002,129.98504020525002,23,4.8826086956521735,65.48429137205387
26.38899674,127.84181040745,6,4.633333333333333,245.23442725925926
24.83032215,125.32973383405,23,4.778260869565217,73.77319709595959
35.66249780233725,135.553836191628,8,4.75,143.85907994708995
34.75769068,134.94878243525,1,4.6,
34.302558122799994,132.3963849,2,6,167.82603601851852
34.199632983149996,132.32377148220002,2,6,167.82603601851852
34.12253891,132.3021407,3,5.5,184.5739008275463
34.0923475,132.2590375,3,5.5,184.5739008275463
37.23264124648975,138.953016776542,41,5.024390243902438,30.61582813570602
37.05395194,138.8518032,49,5.018367346938776,35.557758979552474
34.254590407500004,131.59076832994998,1,4.5,
37.61633435,139.95609222669998,8,4.6125,19.577723234126985
37.47888555,139.92067087779998,10,4.71,142.80162001671812
37.29897531,139.8604305,7,4.728571428571429,214.20243002507715
37.23975849,139.85511104465002,7,4.728571428571429,214.20243002507715
35.32407021,136.78756764820002,7,4.7,150.28395892554013
43.81451772,141.94773498415,0,,
43.65817422400001,141.94342380025,0,,
43.02629198,141.53676269135002,3,4.8999999999999995,534.9034146990741
32.21330172,130.89987505525,3,4.566666666666666,503.50274910300925
35.38858793,136.2131917,1,4.9,
35.41840029,136.12077471755,3,4.666666666666667,367.01860567708337
35.32618293,136.4143402,1,4.9,
35.04487526,136.8778319,7,4.714285714285714,223.0066541435185
35.23876551,136.66617084465,5,4.720000000000001,225.4250221585648
35.155773588200006,136.6912441,6,4.733333333333333,180.34075071064814
34.94276708,136.0508187,1,5.1,
35.031783069750006,136.09987725755002,1,5.1,
34.89782764544999,136.04832244879998,2,4.8,1159.7957197453704
34.583667269450004,135.99923007725,6,4.783333333333334,343.2885391782408
34.654871969599995,136.0759104,3,4.733333333333333,579.8978598726851
34.669741333649995,136.18451695925,2,4.85,901.7041172106482
34.74266482,136.28080003920002,1,5.1,
34.58035673,136.30074191990002,2,4.85,901.7041172106482
34.4626289,136.52585894625,6,4.816666666666666,165.01520736342593
35.35354876,135.38224125135002,4,4.975,244.63693272762345
35.38336255,135.07019091955,1,5.4,
34.70309667,135.72074984605,5,4.8,433.3397960734954
34.695676580249994,135.72355185039999,5,4.8,433.3397960734954
34.802841561899996,135.16994490140002,1,4.6,
34.77969348,135.18179263525,1,4.6,
34.70429896,135.06638033715,1,4.6,
35.002569278850004,135.1308511,2,5,733.9238049884259
34.40069056,135.4371334,5,4.62,34.25111953414351
34.40447421,135.85277595029999,7,4.585714285714286,65.8495677970679
42.3106931,140.2515671,2,4.5,6.597222222222222e-07
38.58701739,141.1369498,16,4.9125,96.70859416049383
38.489111661449996,141.1841619,14,4.9142857142857155,111.58683941595442
38.57886874139605,140.39882206255902,7,4.628571428571428,136.34051974151234
38.10464474,140.56763096050003,5,4.9,225.4266792042824
38.29616111,139.52253061275002,2,4.5,0.003575798611111111
